cabbagepalm,15
cabbages,3 4 6 12 13 26 32 33
cabbiges,36
cabbin,0
cabby,40
cabdriver,2 6
cabeiri,23
cabeiriof,23
cabidge,0
cabin,0 1 2 3 4 7 9 14 15 19 24 27 30 31 32 33 36 40 41 43
cabinboy,15 19
cabinboys,19
cabind,0
cabine,0
cabines,0
cabinet,1 3 6 9 11 18 19 22 25 26 30 31 33 34 42 43 44
cabinetnotably,22
cabinets,1 3 22 31 34
cabinmisunderstanding,4
cabinone,14
cabinroof,14
cabins,4 14 15 19 24 27 30 33 41 43
cable,0 2 4 14 15 17 25 30 32 43
cableall,14
cablebut,14
cables,0 4 6 14 15 17 23 26 32
cabman,17 19 44
cabmen,17
caboodle,36
cabool,9
caboose,32 33
cabot,4 19
cabra,6
cabral,21
cabrank,2
cabrillo,21
cabriolet,7
cabs,4 17 19 43
cabul,1 23 35
cabulhis,23
cabuli,2
cabulistan,35
cabyles,23
cabyn,0
cacalyban,0
caccabis,23
cacciato,1
cacciatori,19
cachalot,18
cachet,1
cachinnation,35
cachinnatory,32
cacique,15
caciques,15
cackeling,12
cackle,2 36 41
cackled,2 26 41
cackling,0 17 41 43 44
cacodemon,0
cacoethes,11
cacti,15
cactus,26
cactuses,4 26
cactushedge,2
cacus,3 12
cad,2
cada,7
cadadieneto,27
cadaverous,26 31 33
cadaverously,31 33 34
cadaverousness,31
caddice,0
caddiscase,2
caddy,2
caddysses,0
cade,0 1
cadence,0 2 3 7 12 15 18 26 31 41
cadenced,2 9 19
cadences,1 3 13 14 18 23 32 33
cadent,0
cader,19
cades,0 19
cadet,1 2 26 27 30 33
cadevano,3
cadiz,1 3 4 12 23
cadm,12
cadmus,0 7 12 23
cadousian,16
cadousians,16
caducei,9
caduceus,12
caduta,7
cadwal,0
cadwalader,22
cadwall,0
cadwallader,0
cadyanda,23
caeci,12
caecilius,9
caecum,18
caelorum,28
caen,19
caer,19
caerimonial,21
caerulea,18
caeruleus,18
caes,0
caesar,0 1 3 9 12 14 17 19 20 21 34
caesarand,9
caesarbut,20
caesarea,9
caesareacamp,9
caesarean,3 9
caesari,9
caesarian,0
caesarini,21
caesarion,0
caesars,0 1 3 9 11 19 20
caesarso,9
caesarthe,9
caesura,36
caetera,1
caeteris,18
caf,4
cafe,15 19 24 26 34
cafes,26
caffer,18
caffres,1
caftable,2
cage,0 2 3 6 12 15 17 18 20 22 25 26 28 33 40 41 43 44
cagea,2
caged,0 2 12 18 19 30
cages,9 12 18 26 28 31 43
cagewires,34
cagliari,23
cagnard,12
caheatxt,1 3
cahetxt,1 3
cahezip,1 3
cahirica,23
cahonn,14
cahonsyeblack,27
cahors,21
cahoun,14
cahouns,14
cai,0
caiaphas,9
caignard,12
caillet,21
caimans,15
cain,0 1 2 3 8 12 19 20 27 34 41
cainas,2
caine,0
caines,0
cainite,8 41
cains,0 8
caique,41
cairene,2
cairina,18
cairo,1 2 3 8 19 28 31
cairrud,12
caitif,12
caitife,12
caitiff,12
caitiffe,0
caitiffs,12
caitifs,0
caitives,12
caius,0 3 9 44
cajans,6
cajetan,21
cajole,11 20 34 41 43
cajoled,14 16 33 44
cajoling,11
cakd,0
cake,0 2 4 6 7 11 12 13 14 15 17 22 23 26 27 33 36 44
caked,2 4 43
cakehalfpenny,12
cakemerchants,6
cakes,0 2 4 6 9 12 13 14 15 17 20 26 27 30 32 36 41 43 44
cakeseller,6
cakesellers,12
cakesi,17
cal,0
calaber,0
calaboose,36
calabozo,4
calabrian,9
calah,5
calais,2 3 12 15 44
calamander,6
calamitie,0
calamities,0 1 3 7 9 12 15 20 21 23 26 31 32 33 35 37 43
calamitous,3 9 33
calamity,0 1 3 9 12 13 15 17 19 23 31 32 33 37 39 42 43 44
calamo,11
calamus,23 36
calandrino,3
calas,1
calasanza,21
calazansa,21
calc,33
calcareous,23
calcarine,18
calcas,26
calce,1
calced,21
calcedony,33
calchas,12
calcination,12
calcined,15
calcining,12
calciope,44
calculate,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44
calculated,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44
calculates,10
calculating,2 9 11 19 23 30 31 33
calculatingly,39
calculatingmachine,40
calculation,3 4 6 7 11 18 19 26 30 31 33 35 38
calculationall,9
calculations,1 4 6 13 19 26 30 31 32 33 35 44
calculator,19
calculd,12
calculus,1 30 31
calcutta,1 2 3 4 10 15 18 31 32 40
calcuttabuild,2
cald,0
calderon,1 3
calderons,3
caldron,0 35
caldrons,4 43
caleb,19
caledonia,15
caledonian,15
caledonians,15
calem,14
calendar,1 2 3 4 12 14 18 21 26 44
calendarand,9
calendared,2
calendars,9
calender,0
calendrier,12
cales,23
calf,0 1 2 3 6 11 12 18 19 20 23 26 33 34 36 39 41 43
calfbutchering,39
calfe,0
calfelike,0
calflove,2
calfoucoura,15
calfs,23
calfslaughtering,39
calhoun,19 22
caliban,0
calibans,0
calibre,6 11 19
calibres,6
calice,0
calico,2 4 6 13 26 32 44
calicoes,4 23
calicoprinters,11
calicut,15 42
calidon,0
calidone,12
california,4 6 14 15 18 19 21 23 31 38 39 44
californiaa,4
californiaand,4
californiabill,4
californiacornelius,22
californiahad,4
californian,4 18 19
californians,4
californiaprofessor,4
californiarail,4
californias,4 14
californiatwo,4
caligraphy,34
caligraphychild,43
caligula,3 33 34
calinicus,9
caliph,31
caliphate,8
caliphs,31
calipolis,0
calis,0
calist,12
calista,20
calisto,12
calistope,12
caliuer,0
calixt,21
calixto,9
calixtus,21
calkalashuns,36
calked,4
calkers,23
calkins,2
call,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44
callao,4 15
callat,0
callated,14
callatin,14
callboy,39
callboying,39
calld,0 12 34
calldst,0
calle,12
calleawert,21
called,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44
calledan,9
calledgembedecked,10
calledheld,4
calledher,44
calledin,2 9
calledof,22
calledstill,9
calledthere,9
calledto,2
calledtrending,9
calledwas,9
callen,12
caller,2
callers,11 13 19 24
calles,0
callest,3
callet,0
calleth,12
callianassa,18
calliban,0
callice,0
callidryas,18
callimachus,3
callin,2 14 36
calling,0 1 2 3 4 6 7 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 30 31 32 33 34 35 38 39 41 42 43 44
callingclothes,2
callinghours,2
callings,1 3 22 39
callingsover,44
callingunless,26
callionymus,18
calliope,12 15
callis,0
callisto,9 12
callistus,21
callithrix,18
callnote,18
callnotes,18
callorhinus,18
callosities,18 26
callot,0
callous,1 3 13 17 18 24 40
callousness,17
callow,2 30
calls,0 1 2 3 4 5 6 7 8 9 11 12 14 16 17 18 19 20 22 23 26 28 29 31 32 33 34 35 36 37 40 43 44
callst,0
callt,0
callyhootin,36
calm,1 2 3 4 6 7 9 10 11 12 13 14 15 17 18 19 20 21 23 24 26 30 31 32 33 34 38 39 40 41 43 44
calmd,0
calme,0
calmed,2 6 13 15 26 44
calmely,0
calmenesse,0
calmer,2 9 11 15 17 26 34 41 43
calmes,0 1
calmest,0 1 19 30 31
calmet,21
calmeyed,17
calmie,0
calming,7 9 12 15 26 43
calmlearn,20
calmlooking,43
calmly,1 2 3 9 11 13 15 17 20 21 24 26 31 32 33 34 36 40 41 43
calmlythat,9
calmness,1 3 4 7 9 15 19 24 31 32 34 39 43
calms,4 10 15 32
calne,1
calomel,4 44
caloric,30 31
calotes,18
calp,0
calpe,1
calphurnia,0
calphurnias,0
cals,0
calst,0
calt,0
calthrops,2
calton,3
caltrops,16
calued,0
calues,0
caluesguts,0
calueskinnes,0
caluesskin,0
calumnia,12
calumniate,16
calumniated,3 11 12 26 35
calumniating,3
calumniator,21
calumniators,1
calumnie,0
calumnious,0 3
calumny,0 1 3 10 11 12 16 17 26
calvaires,24
calvanism,34
calvaria,9
calvary,9 22 38
calves,1 3 8 9 11 15 18 19 23 26 39 41 43
calvin,1 3 19 20 21 30 34
calvini,21
calvinism,3 21
calvinisme,21
calvinist,3 21
calvinistes,21
calvinistic,1 3 19 21 24
calvinists,1 3 21 26
calvins,3 21
calvus,18
calydon,2 19
calypsa,12
calypso,12 20
calystegia,43
calyuer,0
calyx,15
cam,0 2 36 41
camadi,28
camail,12
camaldolese,21
camaldoli,3
camaraderie,16 19
camart,23
camball,12
camballo,12
camballus,12
cambay,28
camberwell,40 44
cambio,0
cambon,24
cambrai,3 21
cambray,3
cambresis,21
cambria,0
cambrian,19
cambric,13 26 30 32 33 43
cambrick,0
cambrickes,0
cambridge,0 1 3 4 7 11 12 18 19 21 37 44
cambridgeport,19
cambuscan,12
cambuscans,12
cambynskan,12
cambyses,0 3 7 12 16 23 30
camden,1 3 12 15 19 23
came,0 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44
cameand,2
cameans,15
cameas,2
camehaul,4
cameheads,4
camei,2 9
camel,1 2 9 12 15 18 19 23 28 31 32 41
cameland,9
camelback,16
camelbags,2
camelbale,2
camelbone,2
camelcolt,2
camelcorps,2 16
cameldriver,2 9
cameldrivers,2 9
cameleon,0
cameleopard,30
cameleopards,30
camelgrass,9
camelguns,2
camelidae,18
camelion,0
camelions,0
camell,0
camellia,43
camellias,43
camelloads,19
camelmen,2
cameloo,2
camelopards,1 3
camelord,17
camelot,0
camels,2 9 16 18 23 28 43
camelshair,43
camelshaircoarse,9
camelsheik,2
camelsheiks,2
camelsmine,2
camelsthieves,2
camelthorn,2
cameos,11 34
camera,2 3 24
cameracloth,2
camerarius,21
cameron,1 15 19 22
cameronian,3
cameronians,1
camerons,1 19
camesome,2
camet,0
camethe,9
camethis,24
camethree,4
cameto,2 4
camid,0
camidias,0
camidius,0
camilla,3
camille,18 30
camillo,0
camillos,0
camindius,0
camirus,23
camirusin,23
cammels,0
cammils,36
cammst,0
camoens,15
camomile,0 13
camp,0 1 2 3 4 8 9 11 12 15 16 17 19 21 23 24 32 34 35 36 41 44
campagna,3 15 19
campaign,1 2 3 9 11 14 16 19 21 22 23 24 25 26 33 40 41 44
campaignkit,2
campaigns,1 3 8 15 21 23
campand,2
campanella,31
campania,1 3
campanian,12
campanile,11 31
campanula,43
campanulas,23 43
campanulate,43
campanus,21
campbell,3 18 19 21 28 39 43
campbells,3 15 19 39
campe,0
camped,2 8 9 15 19
campeggio,21
campeius,0
camper,18
campestrano,4
campestris,6 18 23
campestrno,4
campfires,1 2
campfollowers,1 20
camphire,9
camphor,2 6 26 28 34
campi,30
campian,0
campicha,28
campidano,23
campin,36
camping,0 9 15
campinground,2
campmade,2
campmarket,16
campmeetin,36
campmeeting,19 33 36
campmeetings,36
campmoney,1
campo,3
camponellan,9
camps,3 9 14 19 21 22 34 42
campschool,14
campylopterus,18
camst,0
camt,0
camthe,14
camuel,2
camus,26 33
camuse,12
can,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44
cana,12
canaan,8 23
canaanite,8 23 41
canaanites,1 8
canace,12
canacees,12
canaces,12
canada,1 2 3 4 15 17 18 19 21 27 31
canadack,27
canadaghia,27
canadas,15
canadensis,18
canaderabread,27
canaderagea,27
canadian,18
canadians,18
canagere,27
canagosatscraper,27
canaille,33
canal,1 2 3 4 8 15 18 23 24 27 28 31 33 43
canals,1 2 3 5 6 7 8 23 28 43
canalside,43
canalsystem,8
canalthe,2
canalworkers,8
cananee,12
canari,0
canarie,0
canariensis,23
canaries,0 17 18 23 31
canariestrade,23
canary,2 14 15 18 23 26 44
canarybird,18
canarybirds,18
canastogeera,27
canathe,27
cancale,33
cancan,2
cancel,12 20 33
cancelbut,20
cancell,0
cancellated,18
cancelld,0
cancelled,1 2 26 44
cancelli,12
cancelling,0 1
cancells,0
cancer,1 3 4 6 7 12 15 18 26 32
cancerous,41
cancers,30
cand,23
candahar,1
candelabra,9 13 23 26 32 33 41 43
candelabras,3
candelabrum,23 30 31 34
candelabruma,9
candell,0
canderesphallus,27
candescent,9
candicantiathe,18
candid,1 3 11 12 19 20 22 26 29 34 41 43 44
candidacy,19
candidate,1 3 4 11 19 21 22
candidates,1 3 11 19 21 22 43
candidature,21 26
candidatus,0
candidly,33 34 44
candied,0 26
candle,0 2 3 4 6 7 11 12 13 14 19 20 24 26 28 30 31 32 33 36 40 41 43 44
candlecases,0
candleends,26
candleholder,0
candlelight,7 11 26 28 41
candlemyne,0
candles,0 2 3 6 9 11 13 14 19 20 24 26 30 31 32 33 41 43
candlestand,31
candlestick,0 2 9 11 12 13 19 26 41 43
candlesticks,0 1 9 23 26 43
candlestwo,14
candlewasters,0
candolle,18
candor,19 30 32 38
candour,1 3 17 20 26 42 43
candy,0 17 36
candypullin,36
candys,36
cane,2 3 5 6 9 11 12 13 19 26 27 28 30 31 34 36 41 43
canebottomed,11 19
canebrake,2
caned,1
canejuice,6
canephora,23
canes,2 19 23 26
canestrini,18
canevas,12
canfield,18
cangenet,0
caniballes,0
caniballs,0
canibals,0
canine,2 6 7 17 18 32 40 41
canines,18
canineshaped,18
caning,3
canings,2
canis,12 15 33
canisius,21
canister,30 32
canisters,30 32
canivet,26
canivets,26
canjan,36
canker,0 2 12
cankerbit,0
cankerd,0
cankers,0
cankersorrow,0
cankred,0
cankring,0
canna,18 27
cannabina,18
cannae,3
cannakin,0
canne,0 12
canned,17
canneh,23
cannibal,15 26 32 40
cannibalism,15 18 44
cannibally,0
cannibals,3 15 19 23 33 35
canniff,14
canning,1 3 19 31
cannings,1 2
canno,14
cannon,0 1 2 3 4 6 14 15 21 26 27 30 32
cannonade,1 15
cannonball,19
cannoned,2
cannoneer,0
cannoneere,0
cannons,0 3 27
cannonshot,0
cannot,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44
cannotindeed,2
cannotthe,9
canny,19
cano,21
canobin,23
canoe,2 4 6 15 18 23 27 31 32 36 40 43
canoebut,32
canoeload,32
canoes,6 15 18 23 27 31 32 43
canoesmodel,23
canoesthe,43
canon,0 1 2 3 8 11 12 21 22 23 35 37
canones,21
canoness,11
canonhenceforward,37
canonica,21
canonical,2 21
canonicity,21
canonicorum,11
canonicum,21
canonisation,21
canonised,12 21
canonising,21
canonist,20 21
canonists,1 3 21
canonizatione,21
canonizd,0
canonized,0 1
canonlaw,3
canonoupine,27
canonry,21
canons,0 3 8 9 11 12 20 21 44
canopener,25
canopie,0
canopied,0 15
canopies,0 1 9 15 34 35 43
canopy,0 1 2 3 5 6 12 15 20 23 26 31 32 34 41 43
canopyd,0
canoris,7
canos,7 34
canot,0
canouge,35
canoun,12
canova,1 31
canowarode,27
cans,17 44
canst,0 2 7 9 10 11 12 20 31 34 44
cant,0 1 2 3 4 6 7 11 12 13 14 15 16 17 19 20 23 24 25 26 28 30 31 32 33 34 36 37 39 40 41 43 44
cantabil,44
cantabile,41
cantabit,12
cantabria,23
cantebrege,12
cantebrig,12
canted,1 3
canteen,2 33
canteenplug,2
canteens,33
canter,2 7 12 15 36 43
canterburie,0
canterburies,0
canterbury,0 1 3 11 12 21 23 42 44
canterburyward,12
cantered,2 6
canterin,36
cantering,2 6
cantero,3
canters,7
cantgetatness,2
cantharides,26
cantharis,18
cantharus,18
cantherizing,0
canti,2
canticles,44
cantie,2
canting,3 7 11
cantle,0 2 12
canto,1 2 3 12
canton,2 3 4 14 21 26 32 35 37 41
cantonal,21 41
cantonese,35
cantonment,1 2
cantonments,1 2
cantonmentsit,2
cantons,0 3 21
cantor,41
cantori,18
cantorum,7
cantos,3
cants,36 44
cantsay,2
cantuaria,12
cantwhatever,2
cantyou,2
canuas,0
canule,36
canus,0
canutus,18
canvas,1 2 3 4 7 9 11 14 15 20 24 26 30 31 39 41 42 43 44
canvases,2
canvasreappeared,2
canvass,1 11 19 22 31 33
canvassback,32
canvassed,1 8 11 19 42
canvassing,11 40
cany,26
canyewasmall,27
canysack,27
canzoni,21
caol,28
caons,4
caount,14
caountin,14
caoutchouc,26 30 33 34
cap,0 1 2 3 4 6 7 8 9 11 12 13 14 15 18 23 24 25 26 30 31 32 33 34 40 41 43 44
capabilities,6 12 23 31 33 34 44
capability,3 6 30 31
capable,0 1 2 3 4 6 7 8 9 11 12 13 15 16 17 18 19 21 22 23 24 25 26 29 30 31 32 33 38 39 40 41 42 43 44
capableand,5
capacious,1 3 4 11 18 20 23 24 31 32 43 44
capaciousness,39
capacitie,0
capacities,0 2 4 18 30 31 33 34 43 44
capacity,0 1 2 3 4 7 8 9 11 12 15 17 18 19 20 21 22 23 26 27 29 30 31 33 34 36 39 40 41 42 43 44
capacitycharge,23
capacitynot,22
capacityto,22
capall,12
capaneus,12
capape,0
capapie,11 38
caparison,0
caparisond,0
caparisoned,1 15 16 23 32 35
caparisons,35
cape,0 1 2 3 4 6 9 12 14 15 18 19 21 23 24 26 27 30 32 33 43
capeable,0
capecod,4
capefigue,21
capel,1 12
capelin,18
capella,12
capels,0 12
capem,4
capensis,18
caper,0 23
capercailzie,18
caperd,0
capered,2 14 33
caperin,36
capering,2 3 18 43
capers,0 26 33 36 43
capes,3 14 23 24 26 43
capet,0 1
capetown,15
capets,0
capewere,4
capey,21
capfull,4
capg,0
caph,0
capharnaum,26
caphis,0
capilet,0
capillaire,3 7
capillarity,26
capillary,19
capilli,27
capistrano,4
capit,7
capita,3 19 21
capitain,12
capitaine,0 15
capital,1 2 3 4 5 6 8 9 11 12 13 14 15 16 17 18 19 21 22 23 24 26 30 31 32 33 34 35 37 39 41 42 43 44
capitalcalcutta,15
capitale,13
capitaleccentricities,43
capitalevery,2
capitalhis,23
capitalism,19
capitalist,2 3 6
capitalistic,17 19
capitalists,1 2 3 16 19 21
capitalization,0
capitalized,19
capitall,0
capitally,15 17 33 44
capitalo,33
capitals,1 3 4 6 12 20 23 26 30 33 34 38 39 40 43 44
capitalscornices,23
capitan,4 18
capite,0
capitis,27
capitn,4
capito,21
capitol,0 3 12 19 21 22 34
capitole,12
capitolia,12
capitoliumlong,9
capitoll,0
capitols,34
capitonidae,18
capitulate,0 1
capitulated,1 3 17
capitulating,1
capitulation,1 3 7 19
capitulations,3
caplin,14
caplinll,14
capn,24
capo,34
capon,0 12 33
capons,0
caponsleg,0
capota,23
capote,19
cappadocia,0 8 16 23
cappadocian,5
cappadocians,16
cappe,0
capped,2 4 9 14 15 19 41 43
cappel,1
cappes,0
capping,24
cappuccini,21
cappuccio,21
capra,7 18
capranica,21
capre,0
capreae,3
capreolus,18
capri,3 9
caprice,1 3 4 12 15 16 18 20 30 32 38
caprices,3 26 31 33 34 44
capricesmay,23
caprichio,0
capricious,0 1 3 7 10 15 18 22 24 26 30 32 34 39 43 44
capriciously,1 3 23 30 34
capriciouswith,9
capricorn,3 12
capricornutti,33
caprimulgus,18
capring,0
caprioles,32
caps,0 2 3 4 6 11 12 14 15 19 23 24 26 27 30 34 35 41 42 43
capsize,4 6 33
capsized,4 15 32
capsizing,32
capstan,2 4
capstanhead,2
capstans,4 23
capt,0 2 4 6 18 23 32
capta,3
captain,0 1 2 3 4 6 7 9 11 12 14 15 16 17 18 19 20 23 24 26 27 28 30 32 33 34 39 40 41 43
captaine,0
captaines,0
captaingeneral,3
captainoffive,16
captainoften,16
captains,0 1 2 3 4 9 10 14 15 16 17 20 23 24 27 28 30 32 33 35 41 43
captainsatarms,28
captainship,0
captainsof,16
captainsoffive,16
captainsofsix,16
captainsoften,16
captainsoftheguard,16
captainsoftwelve,16
captam,0
captens,0
capting,14
caption,4
captious,0 9 19 41
captiousness,13
captiuate,0
captiuated,0
captiuates,0
captiud,0
captiue,0
captiues,0
captiuitie,0
captivate,11 18 21
captivated,1 3 7 13 21 24 26 33 41 42 44
captivating,3 4 13 19 24 30
captivation,41
captive,1 2 3 8 9 12 13 15 16 18 23 26 27 30 32 40 43
captives,1 2 8 11 12 15 16 20 23 27 32 34
captivity,2 3 8 9 11 12 15 17 18 21 23 27 32 37
captor,25
captors,8 9 12 14 15 16
capttook,14
capture,2 4 6 12 13 15 16 18 19 21 22 23 24 30 32 34 40 43
captured,1 2 3 4 9 12 15 16 17 18 19 21 23 24 27 30 32 41 43
captures,19
capturing,2 6 15 16 18 21 23 32
capu,0
capua,15 21
capuan,19
capuchin,3 21 26
capuchins,1 3 21
capuchius,0
capucinus,18
capulet,0
capulets,0 30
capuletti,32
capulo,12
caput,1 3 30
car,0 2 3 4 9 10 12 13 14 16 17 19 20 23 25 30 31 33 34 35 41 43
cara,23
caraaah,14
carabidae,18
carabidous,18
carabine,26
carabineer,26
caraccas,31
caracci,1
caraccioli,21
caracciolo,19
caracols,30
caractacus,1 3 19
caracteres,18
caractres,23
caracts,0
caradoc,19
carafe,40
caraffa,3 21
caralis,23
carall,9
caramba,4
carathis,31
caratteri,18
caravaggio,33
caravan,2 9 15 18 19 23 28
caravans,8 9 23
caravanserai,2 23
caravanserais,43
caravantrack,8
caraya,18
carayon,21
carbasos,23
carbinado,0
carbinadod,0
carbine,15 19 26 40
carbinebuckets,2
carbines,2 15
carbolic,2 43
carbolised,43
carbon,6
carbonaded,16
carbonado,0
carbonadod,0
carbonate,44
carboniferous,29
carbonised,43
carbonnier,18
carboy,2 32 40
carboys,32 40
carbuncle,0 11 12 15 18
carbunclenosed,34
carbuncles,0 18 40 42
carbunkled,0
carburetterall,17
carcase,6 16 18 23 30 32 35
carcases,6
carcass,2 9 15 26 30 31 32 33 34 43
carcasses,0 11 15 19 31 33 41
carceres,9
carchemish,8 23
carcineutes,18
carcinomatis,7
carcinus,18
card,0 1 2 4 6 11 15 17 19 20 26 30 33 34 40 43 44
carda,2
cardamines,18
cardamom,2
cardamoms,2 6
cardauns,21
cardboard,13 19 26 40
cardbrim,2
cardcase,2
cardceue,0
carde,0
cardecue,0
carded,0 33
cardellino,44
carders,0
cardhouse,4
cardhouses,3
cardiacle,12
cardinal,0 1 3 5 8 12 19 21 26 28 42
cardinalarchbishop,21
cardinalbishops,21
cardinaldeacons,21
cardinales,12
cardinalis,18
cardinall,0
cardinalls,0
cardinally,0
cardinalpriests,21
cardinals,0 3 15 21 26 28
cardinalvicar,21
carding,43
cardmaker,0
cardnall,0
cardplayers,26
cardplaying,14 30
cardrack,31
cardrooms,2
cards,0 1 2 3 4 6 7 11 13 14 15 17 19 20 21 26 27 30 31 33 34 40 41 42 44
cardsharper,41
cardtable,3 33
carduchians,23
carduelis,18
carduus,0
care,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44
carecrasd,0
carecrow,40
cared,1 2 3 4 6 9 11 12 13 14 15 16 17 18 19 21 24 26 27 30 31 39 40 41 43 44
caredfor,13 43
careen,9
careened,24
careening,9 41
career,1 2 3 4 5 6 9 11 12 13 15 16 17 19 21 22 23 24 25 28 30 31 32 33 34 35 39 40 41 44
careere,0
careered,31 43
careering,2 3 9 14 31 41
careers,2 9 19 22 41
carefor,20
carefree,17
careful,1 2 3 4 6 7 8 9 11 12 14 15 16 17 18 19 20 21 22 23 24 26 28 30 31 32 33 35 37 39 40 41 43 44
carefull,0
carefully,0 1 2 3 4 6 7 8 9 11 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 39 40 41 42 43 44
carefullyconstructed,43
carefullyi,2
carefullytaught,17
carefulness,16 43
carehe,41
carei,2
careires,0
carelesly,0
carelesnesse,0
careless,1 2 3 4 7 9 13 14 15 16 17 18 19 20 21 22 23 24 26 31 32 33 34 38 40 41 43 44
carelesse,0
carelessely,0
carelesses,3
carelessly,3 9 11 13 15 17 18 24 26 30 31 34 36 40 41 42 43
carelessness,1 2 3 4 7 14 15 16 20 21 24 26 30 32 44
careme,32
carent,1
carenteartful,27
carer,12
cares,0 1 2 3 4 7 9 11 12 13 16 17 19 20 21 22 23 26 30 31 32 33 34 41 42 44
caress,3 5 9 12 13 18 24 26 41
caressed,3 9 11 12 13 17 18 20 26 30 34 41 43 44
caresses,1 2 3 7 9 11 12 13 15 17 18 19 24 26 30 31 32 34 41
caresshoot,2
caressing,3 9 11 13 15 23 24 26 31 41 43
caressingi,9
caressingly,9 11 14 18 36 41
caressinviting,24
carest,9
caret,0
caretaker,5
careth,9
carethat,39
caretund,0
carew,20
carewhich,44
careworn,26
carey,15
careyagothe,27
careys,14 32
carf,12
carfare,17
cargare,12
cargo,0 1 2 3 4 6 14 15 20 23 28 30 32 33 40 43
cargoboat,2
cargoes,1 4 9 23 24 32 40
cargoeswith,9
cargosteamer,2
caria,12 16 23
carian,16 23
carians,16 23
carib,18
caribbean,19
caribs,26
caricatura,7
caricature,1 2 3 6 7 11 21 31 38
caricatured,3 21
caricatures,1 2 3 11 21 25 43
caricaturist,1 3
caricaturists,1 15
cariconteichos,23
carie,0
caried,0
cariere,0
carin,23
carinata,18
carinatus,18
caring,2 3 4 7 9 11 12 15 18 19 21 24 26 28 30 44
carioles,0
carion,0
carisbrook,15
carisstockings,27
carj,14
carkanet,0
carkasse,0
carkasses,0
carl,0 2 12 18 19 21
carle,0 12
carleton,3
carletons,20
carlile,0 3
carlines,4
carlisle,1
carlists,1
carlo,3 17 18 21 24 44
carlos,4 9 32
carlot,0
carlotta,18
carlovingian,1 3 21
carlovingians,1
carlow,1
carlsruhe,19
carlstadt,21
carlstadts,21
carlton,1 17 19 25
carlyle,3 16 19 22 34 40 44
carlylean,19
carlyles,3 19 35
carmagnole,3
carman,0
carmel,4 8 23
carmela,23
carmeles,15
carmelite,21
carmelites,3 21
carmelthe,23
carmen,7 15
carminative,2
carmine,18
carminis,10
carnac,34
carnage,3 19 23
carnal,3 16 20 21 28 41
carnall,0
carnallie,0
carnally,12
carnalminded,34
carnaruanshire,0
carnatic,1 3
carnation,0
carnations,0
carne,31
carneades,3
carnegie,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 36 37 38 39 40 41 42 43 44
carnegiemellon,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 36 37 38 39 40 41 42 43 44
carnehan,2
carnehanand,2
carnehans,2
carnelian,23
carnelians,23
carnero,15
carnifex,2 6 18
carnival,3 4 31 43
carnivalwas,4
carnivora,18 44
carnivores,19
carnivorous,6 8 15 18 32
carnosus,18
carnoun,23
carnus,23
carnuswhich,23
carob,9 15 23
caroff,24
carol,12
caroles,12
carolina,2 4 14 17 18 19 20 22 30 32
carolinas,4 20
caroline,1 3 17
carolinensis,18
carolines,17
carolingians,1
carolinian,19
caroll,0
carolling,12 17
carols,3
caron,5 26
carooclose,27
carouchas,16
carousal,31
carousals,32 33 43
carouse,20 32
carousing,4 30 32
carowsd,0
carowse,0
carowses,0
carowsing,0
carp,9 12 18 26
carpaccio,33
carpat,7
carpathian,3
carpathus,23
carpd,0
carpe,0
carpenter,0 2 4 5 6 8 9 12 15 23 24 26 33 41 44
carpentere,12
carpenteres,12
carpentergod,8
carpentering,44
carpenters,2 3 4 11 12 15 16 23 26 30 38 41 42 43 44
carpentras,8
